StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q6_1,Q227,Q229,Q231,Q233,Q235,Q237,Q104,Q47,Q48,Q132,Q105,Q127,Q128,Q133,Q52,Q129,Q130,Q134,Q92,Q97,Q98,Q99,Q100,Q8_1,Q62_1,Q63_1,Q64_1,Q83_1,Q66_1,Q67_1,Q68_1,Q69_1,Q74_1,Q75_1,Q76_1,Q77_1,Q80_1,Q81_1,Q91,Q38,Q40_1,Carta1_DO,Forbice1_DO,Sasso1_DO,Forbice2_DO,Carta2_DO,Sasso2_DO,Forbice3_DO,Carta3_DO,Sasso3_DO,Forbice4_DO,Carta4_DO,Sasso4_DO,Forbice5_DO,Carta5_DO,Sasso5_DO,Sasso6_DO,Carta6_DO,Forbice6_DO,Sasso7_DO,Carta7_DO,Forbice7_DO,Sasso8_DO,Carta8_DO,Forbice8_DO,Carta9_DO,Sasso9_DO,Forbice9_DO,Sasso10_DO,Carta10_DO,Forbice10_DO
2021-04-15 10:57:38,2021-04-15 11:04:47,0,82.52.124.66,100,428,1,2021-04-15 11:04:48,R_3GpOZ44WNrwAYIJ,,,,,45.4555053710938,11.8838958740234,anonymous,EN,FePi1411,2,1.328,1.328,2.437,1,2,1.125,1.125,2.029,1,2,0.603,0.603,1.416,1,2,1.466,1.466,2.381,1,2,0.86,0.86,1.784,1,2,1.086,1.086,1.958,1,3,1.309,1.309,2.274,1,2,4.134,4.134,4.946,1,2,0.946,0.946,1.916,1,3,4.196,4.196,5.033,1,1,100,6,6,7,7,5,6,7,4,1,5,5,4,5,4,7,4,2,3,4,5,5,2,5,7,0,6,5,7,4,0,10,1,8,1,0,5,8,10,Maschio,22,100,,,carta,,,forbice,,,carta,,,forbice,,,carta,forbice,,,,,carta,sasso,,,,forbice,,,,carta
2021-04-15 10:57:43,2021-04-15 11:04:58,0,176.206.187.174,100,435,1,2021-04-15 11:04:58,R_22CYBAmVz6Ng5da,,,,,45.4096069335938,11.8946990966797,anonymous,EN,Site2507,1,1.657,1.657,2.755,1,3,0.334,0.334,1.03,1,2,0.443,0.443,1.124,1,2,0.712,1.88,2.611,2,3,0.108,0.108,0.828,1,1,0.763,0.763,1.66,1,2,0.41,0.41,1.207,1,1,1.182,1.182,1.892,1,3,0.531,0.531,1.179,1,1,0.398,0.95,1.691,2,70,100,5,5,6,3,3,4,6,3,5,2,2,3,8,3,6,4,5,2,2,3,2,2,2,1,2,,2,,,4,,,5,7,4,,1,8,mashio,21,79,forbice,,,sasso,,,,,carta,,,carta,carta,,,,sasso,,forbice,,,,forbice,,,,Q209,,sasso,
2021-04-15 10:57:40,2021-04-15 11:04:57,0,212.216.124.30,100,437,1,2021-04-15 11:04:59,R_2fd4EuaopYhY9eu,,,,,45.4317016601563,10.9859008789063,anonymous,EN,leve1912,3,13.949,13.949,15.141,1,2,2.286,2.286,3.378,1,3,0.797,1.883,2.666,2,1,0.669,0.669,1.8,1,2,12.096,12.096,13.342,1,2,0.71,0.71,1.666,1,3,0.685,1.588,1.99,2,1,0.623,0.623,3.176,1,1,0.481,2.143,4.152,3,3,0.633,0.633,1.748,1,55,85,7,3,5,5,6,5,6,4,8,8,5,3,3,4,5,3,3,8,3,5,3,3,1,2,,,,1,0,,,,,3,,,,,maschio,23,6,,carta,,,,sasso,carta,,,,carta,,,,forbice,forbice,,,,,sasso,,carta,,sasso,,,,,forbice
2021-04-15 10:58:14,2021-04-15 11:04:59,0,82.57.10.116,100,405,1,2021-04-15 11:04:59,R_3MMXXlqefLwPiBo,,,,,45.5558929443359,12.2429046630859,anonymous,EN,fica0801,1,9.269,9.269,9.929,1,2,2.451,2.451,3.367,1,2,2.388,2.388,3.358,1,1,1.884,1.884,2.848,1,1,4.347,4.347,5.236,1,3,0.94,0.94,1.872,1,3,0.453,0.453,1.754,1,1,0.766,3.422,4.042,2,2,1.609,1.609,2.653,1,1,0.707,0.707,1.576,1,10,80,5,5,3,5,6,6,5,5,4,8,7,6,2,5,5,6,3,8,2,2,2,1,1,0,,,,,,,2,,2,,,,,4,maschio,22,49,carta,,,,,forbice,,,carta,,sasso,,,sasso,sasso,,,forbice,,,forbice,,sasso,,,carta,,,forbice,
2021-04-15 10:57:34,2021-04-15 11:05:29,0,213.203.169.102,100,474,1,2021-04-15 11:05:29,R_1LdII91AingqQT7,,,,,45.5381927490234,9.92129516601563,anonymous,EN,alro1911,3,32.692,34.401,35.526,2,1,4.404,4.404,5.636,1,2,0.541,0.541,1.763,1,3,0.913,1.857,2.324,2,1,0.892,0.892,1.79,1,2,0.87,0.87,1.697,1,3,0.632,0.632,1.345,1,1,0.719,0.719,1.872,1,2,0.597,0.597,1.319,1,3,0.597,0.597,1.997,1,30,93,3,3,3,5,5,3,4,6,8,2,4,2,8,2,4,5,8,2,4,2,4,2,3,8,1,0,,,6,,,,8,8,,,,,maschio,22,10,,sasso,,,carta,,,,forbice,carta,,,,sasso,sasso,carta,,,,,carta,,carta,,,carta,,,,carta
2021-04-15 10:57:37,2021-04-15 11:05:35,0,87.2.186.72,100,478,1,2021-04-15 11:05:36,R_10ZNiruLiumDgS3,,,,,45.4129943847656,11.8805999755859,anonymous,EN,frci0311,3,2.509,2.509,5.389,1,1,0.704,0.704,2.707,1,3,0.557,1.206,2.1,2,3,3.106,3.106,4.273,1,2,0.666,0.666,1.841,1,1,0.816,0.816,2.02,1,2,1.117,1.117,2.122,1,1,1.556,1.556,2.59,1,3,0.64,0.64,1.477,1,2,0.599,0.599,1.513,1,49,100,3,3,4,2,1,3,5,3,2,2,3,1,2,1,5,3,3,1,3,2,4,2,1,1,,,,,,,,2,,,,,,,Maschio,21,26,,forbice,,,carta,,sasso,,,sasso,,,,,forbice,,sasso,,forbice,,,,carta,,,,sasso,carta,,
2021-04-15 10:57:57,2021-04-15 11:05:47,0,176.206.83.132,100,470,1,2021-04-15 11:05:48,R_25QGlTznh4RqdWX,,,,,45.4096069335938,11.8946990966797,anonymous,EN,mipi0520,2,3.126,3.126,4.274,1,1,0.669,0.669,1.898,1,2,0.679,0.679,1.636,1,2,1.376,1.376,2.135,1,2,0.787,0.787,1.662,1,1,1.16,1.16,2.548,1,3,0.694,0.694,1.332,1,3,0.508,1.136,1.65,2,2,0.864,0.864,1.898,1,1,0.676,0.676,1.565,1,100,0,1,1,1,1,1,1,5,5,6,8,4,2,3,8,5,5,5,8,4,2,3,3,5,9,1,2,1,3,4,1,1,6,2,6,4,1,1,3,M,21,86,,,carta,,sasso,,,,sasso,,,sasso,,,carta,,forbice,,,,forbice,,,carta,,forbice,,,forbice,
2021-04-15 10:57:34,2021-04-15 11:05:51,0,82.54.186.195,100,497,1,2021-04-15 11:05:51,R_21bqqDnDtXE8O8J,,,,,45.4096069335938,11.8946990966797,anonymous,EN,lapa1905,3,6.807,6.807,8.383,1,1,1.973,9.745,10.86,4,2,4.046,4.046,5.18,1,2,0.784,0.784,1.795,1,3,2.596,2.596,4.929,1,3,0.943,0.943,1.972,1,2,0.908,0.908,2.065,1,2,0.873,1.299,2.822,2,2,0.931,0.931,1.907,1,1,1.602,1.602,3.247,1,1,71,7,7,7,7,7,7,5,4,3,2,3,1,2,1,5,4,3,1,4,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donna,21,21,,forbice,,,sasso,,,,sasso,,,forbice,forbice,,,,,sasso,carta,,,sasso,,,,sasso,,,sasso,
2021-04-15 10:57:42,2021-04-15 11:06:04,0,2.34.202.86,100,502,1,2021-04-15 11:06:04,R_QcUWvulHDSxBAD7,,,,,45.5807952880859,12.3748931884766,anonymous,EN,leod0511,3,4.909,4.909,6.07,1,3,1.244,1.244,1.901,1,1,1.064,1.064,2.342,1,2,0.77,0.77,1.59,1,3,0.473,3.524,4.205,3,1,0.523,0.523,1.365,1,3,1.387,2.296,3.031,2,2,0.399,0.399,1.36,1,1,0.688,0.688,1.549,1,2,0.665,2.031,2.66,3,20,50,3,2,2,2,2,2,4,4,4,2,3,3,4,1,5,2,4,2,2,2,1,1,1,0,,,,,1,1,0,,1,1,,,,1,Maschio,21,58,,sasso,,sasso,,,,carta,,,,carta,forbice,,,,sasso,,,,forbice,sasso,,,forbice,,,carta,,
2021-04-15 10:58:10,2021-04-15 11:06:04,0,93.65.95.71,100,474,1,2021-04-15 11:06:05,R_3CDG7hSO5oiZDl9,,,,,45.5431060791016,11.54150390625,anonymous,EN,luca3103,2,3.746,5.574,7.197,2,1,0.73,0.73,2.688,1,2,0.714,0.714,2.061,1,2,1.357,1.357,2.72,1,1,2.402,2.402,3.953,1,2,0.7,1.962,2.66,2,1,0.61,4.47,5.357,4,3,0.891,0.891,2.413,1,2,0.767,2.194,2.928,2,1,0.702,0.702,3.101,1,82,,1,1,1,1,1,1,5,3,8,3,3,3,8,3,5,4,3,3,3,2,2,2,2,1,2,1,,1,,1,2,2,3,1,2,1,,,M,22,40,,,sasso,,carta,,,,forbice,,,forbice,,forbice,sasso,carta,,,,carta,,,,forbice,,carta,,,forbice,
2021-04-15 10:58:09,2021-04-15 11:06:21,0,37.159.39.118,100,491,1,2021-04-15 11:06:22,R_3fVmVdoAfDsiX1T,,,,,41.1307067871094,14.7781982421875,anonymous,EN,elpo2609,2,2.973,2.973,4.113,1,1,8.982,8.982,9.882,1,3,1.699,2.475,2.991,2,1,0.772,0.772,1.557,1,2,1.467,1.467,2.204,1,2,0.603,0.603,1.745,1,3,3.32,3.32,4.2,1,1,0.936,0.936,2.267,1,1,1.949,1.949,2.834,1,3,1.831,1.831,2.56,1,0,70,5,6,7,3,3,4,2,3,8,1,4,3,2,8,5,4,8,1,2,1,3,2,3,6,,,,,,,,3,3,,,,,,donna,22,46,,,carta,,carta,,forbice,,,,carta,,,,carta,carta,,,,,sasso,,carta,,carta,,,,,forbice
2021-04-15 10:58:06,2021-04-15 11:06:22,0,151.55.168.181,100,495,1,2021-04-15 11:06:22,R_2cpVuIFL2CohxfD,,,,,45.4924011230469,12.1549987792969,anonymous,EN,mach1806,1,2.533,2.533,4.524,1,2,2.786,2.786,4.53,1,3,3.541,3.541,5.037,1,2,2.716,2.716,3.861,1,1,1.264,1.264,3.079,1,3,4.87,4.87,6.442,1,1,1.209,3.284,6.305,2,3,1.652,1.652,2.781,1,2,7.269,7.269,8.439,1,1,2.776,2.776,4.696,1,0,100,1,1,1,1,1,1,3,4,8,2,2,3,3,8,4,6,3,8,3,2,3,3,2,5,2,1,1,2,2,2,1,0,2,5,1,2,2,6,femmina,22,32,carta,,,,,forbice,carta,,,,,forbice,,sasso,sasso,,,forbice,,carta,,,,forbice,,sasso,,,carta,
2021-04-15 10:57:39,2021-04-15 11:06:24,0,93.35.187.34,100,525,1,2021-04-15 11:06:25,R_33vzd2mz9sbWOIv,,,,,45.4096069335938,11.8946990966797,anonymous,EN,sapa1003,2,2.933,10.247,10.944,2,1,1.123,1.123,1.751,1,3,0.643,0.643,1.311,1,1,0.929,0.929,1.52,1,3,0.746,0.746,1.387,1,1,0.821,0.821,1.379,1,1,0.568,0.568,1.097,1,2,0.617,0.617,1.101,1,3,13.044,13.044,13.679,1,3,6.76,6.76,7.274,1,19,20,5,3,4,4,4,4,6,6,3,8,4,4,8,2,7,6,2,2,2,1,1,1,1,0,0,,0,0,0,0,0,1,1,0,0,,0,2,Femmina,22,23,,,forbice,,sasso,,forbice,,,,sasso,,carta,,,,forbice,,,forbice,,sasso,,,,,forbice,,,forbice
2021-04-15 10:57:38,2021-04-15 11:06:27,0,95.252.50.2,100,528,1,2021-04-15 11:06:27,R_29uC66Lxh67YiRh,,,,,45.4129943847656,11.8805999755859,anonymous,EN,enpa2304,1,1.269,1.269,2.08,1,3,5.658,5.658,6.303,1,2,0.679,0.679,1.319,1,3,0.761,1.324,2.196,2,1,0.751,0.751,1.356,1,2,1.621,1.621,2.29,1,3,1.022,1.022,1.751,1,1,1.095,1.095,1.672,1,2,11.74,11.74,12.537,1,1,8.74,8.74,9.474,1,1,100,5,1,1,1,1,1,7,3,1,2,5,2,1,2,6,3,1,2,2,1,2,1,2,2,8,1,3,2,,8,1,,10,8,8,,6,6,maschio,22,25,sasso,,,sasso,,,,,forbice,carta,,,,carta,sasso,forbice,,,,,carta,,sasso,,,forbice,,,carta,
2021-04-15 10:57:39,2021-04-15 11:06:32,0,82.49.155.247,100,533,1,2021-04-15 11:06:32,R_1DHxT6w8wKEYvFa,,,,,45.4129943847656,11.8805999755859,anonymous,EN,enco1307,2,1.287,3.231,4.242,2,3,0.336,0.336,1.066,1,1,0.196,0.196,1.116,1,1,0.136,2.906,4.366,3,2,0.283,0.283,1.344,1,1,0.287,7.03,8.646,19,2,0.327,2.686,3.235,3,1,0.296,1.631,2.112,3,2,0.221,4.226,5.068,2,3,5,5,6.094,1,100,71,7,3,2,6,6,5,3,2,1,5,3,3,8,3,4,3,1,4,3,2,4,2,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,Maschio,21,21,,,forbice,forbice,,,,sasso,,,carta,,,,carta,,forbice,,carta,,,,carta,,,carta,,,,carta
2021-04-15 10:58:15,2021-04-15 11:06:39,0,146.241.152.235,100,503,1,2021-04-15 11:06:40,R_2upV3uhZrviz6YP,,,,,45.7509002685547,8.81570434570313,anonymous,EN,bemo2607,3,3.668,3.668,4.529,1,2,5.047,6.652,7.5,2,1,1.245,1.245,2.122,1,2,0.467,0.467,1.226,1,3,0.447,0.447,1.148,1,1,0.464,1.289,2.019,2,2,0.428,0.428,1.234,1,3,0.499,0.499,1.26,1,1,0.42,0.42,1.252,1,2,0.456,1.38,1.847,2,30,80,5,3,5,5,2,5,4,3,4,3,3,2,3,8,5,4,3,2,2,2,2,2,1,2,1,1,2,1,1,7,1,1,6,4,3,1,6,8,Maschio,21,64,,forbice,,,,carta,,forbice,,,,forbice,carta,,,,carta,,carta,,,,,sasso,forbice,,,carta,,
2021-04-15 10:58:52,2021-04-15 11:06:47,0,79.20.61.165,100,475,1,2021-04-15 11:06:47,R_2Bb6V9fKFUnhgzf,,,,,45.5437927246094,12.1636047363281,anonymous,EN,mave1603,2,1.127,2.143,2.861,2,3,4.283,4.283,5.062,1,2,3.328,3.328,4.071,1,1,0.781,0.781,1.582,1,2,5.102,5.102,5.899,1,3,7.784,7.784,8.939,1,2,2.967,4.349,5.382,2,2,3.122,3.122,4.085,1,1,1.833,1.833,3.267,1,3,5.312,5.312,6.298,1,4,100,1,2,2,2,2,2,3,5,4,1,6,3,2,5,6,5,4,2,3,1,3,2,1,1,1,0,1,2,0,0,0,0,0,2,0,0,9,8,Maschio,22,47,,,sasso,forbice,,,,,sasso,,sasso,,,,forbice,,,sasso,sasso,,,forbice,,,carta,,,,,sasso
2021-04-15 10:57:35,2021-04-15 11:06:50,0,79.9.26.254,100,554,1,2021-04-15 11:06:50,R_OiG4w1SbSkb5917,,,,,45.4246978759766,12.0821990966797,anonymous,EN,sado1208,2,3.453,3.453,5.014,1,3,3.26,3.26,4.415,1,3,0.883,0.883,1.904,1,3,0.803,0.803,1.692,1,2,1.644,1.644,2.861,1,1,0.644,0.644,1.572,1,1,0.64,0.64,1.519,1,2,1.026,1.026,1.98,1,2,0.856,0.856,1.994,1,2,0.872,0.872,1.795,1,30,40,6,4,5,5,6,5,4,3,8,4,3,4,8,4,4,3,8,3,3,2,3,3,3,4,1,1,1,1,2,1,1,2,0,3,1,0,2,2,Maschio,25,0,,,forbice,forbice,,,sasso,,,carta,,,,,forbice,,forbice,,,sasso,,forbice,,,,forbice,,sasso,,
2021-04-15 10:57:40,2021-04-15 11:06:50,0,95.232.242.37,100,550,1,2021-04-15 11:06:50,R_3MlLvI2Le8ZWFh6,,,,,45.5558929443359,12.2429046630859,anonymous,EN,lumo0805,1,5.63,5.63,13.911,1,3,3.872,3.872,5.297,1,2,1.682,1.682,2.928,1,2,4.865,4.865,5.79,1,1,1.047,1.047,2.194,1,3,1.311,1.311,2.449,1,1,3.743,3.743,4.8,1,2,1.271,1.271,2.272,1,1,1.171,1.171,2.325,1,2,1.39,1.39,2.522,1,50,80,4,4,4,4,4,4,4,4,2,8,3,4,8,8,4,4,8,8,2,2,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,maschile,22,61,sasso,,,carta,,,,,sasso,,,carta,,carta,sasso,,,forbice,,sasso,,sasso,,,forbice,,,sasso,,
2021-04-15 10:57:36,2021-04-15 11:06:50,0,2.34.176.217,100,554,1,2021-04-15 11:06:51,R_3kMRvH4EOJ2vgO9,,,,,45.4096069335938,11.8946990966797,anonymous,EN,anfe0603,2,4.642,112.478,113.598,2,3,1.222,1.222,2.264,1,2,0.979,0.979,2.613,1,2,1.735,1.735,3.04,1,2,2.503,2.503,3.436,1,1,1.195,1.195,2.575,1,3,1.146,1.146,2.146,1,2,0.68,0.68,1.457,1,3,0.549,0.549,1.774,1,3,0.624,0.624,1.595,1,22,83,3,3,3,1,2,6,5,5,3,3,3,2,3,2,4,4,3,8,2,2,2,3,3,1,,3,,,,1,3,0,5,2,,1,2,3,uomo,24,48,,,sasso,forbice,,,,,sasso,,,carta,,,carta,,sasso,,,,sasso,carta,,,,,sasso,,,forbice
2021-04-15 10:57:42,2021-04-15 11:07:00,0,79.54.242.213,100,558,1,2021-04-15 11:07:01,R_eCMIcKgvtsurYC5,,,,,45.4096069335938,11.8946990966797,anonymous,EN,elpa1608,2,1.624,1.624,3.036,1,2,3.177,3.177,4.289,1,2,3.035,3.035,4.219,1,2,1.472,1.472,2.56,1,2,3.199,3.199,4.504,1,2,1,2.002,3.075,2,2,0.99,0.99,1.949,1,2,1.261,1.261,2.349,1,2,1.329,1.329,2.492,1,2,0.914,0.914,1.957,1,54,81,5,3,5,3,5,4,6,3,2,4,4,2,3,3,6,3,8,8,2,2,2,2,1,1,2,1,5,1,1,1,3,2,2,2,2,2,2,3,femmina,21,26,,,forbice,,,sasso,,,forbice,,,sasso,,,forbice,forbice,,,forbice,,,forbice,,,,forbice,,carta,,
2021-04-15 10:57:40,2021-04-15 11:07:02,0,5.90.37.179,100,561,1,2021-04-15 11:07:02,R_30e3KjWiVWX7kUJ,,,,,45.5050048828125,9.21989440917969,anonymous,EN,famo1802,1,1.802,3.642,5.734,3,1,0.501,0.501,1.566,1,1,0.401,0.401,1.222,1,1,0.201,0.201,0.973,1,1,0.294,0.294,0.872,1,1,0.301,0.301,1.188,1,1,0.301,0.301,1.196,1,1,0.301,0.301,1.068,1,1,0.301,0.301,1.001,1,1,0.4,0.4,1.291,1,100,,1,1,1,1,1,1,2,1,1,4,2,1,1,3,2,1,1,5,3,3,4,4,4,,,,,,,,,,,,,,,10,M,22,30,forbice,,,,forbice,,,carta,,,forbice,,,sasso,sasso,,sasso,,,carta,,,sasso,,sasso,,,,forbice,
2021-04-15 10:57:42,2021-04-15 11:07:21,0,93.35.186.79,100,579,1,2021-04-15 11:07:22,R_plB9L9npopom9JT,,,,,45.4096069335938,11.8946990966797,anonymous,EN,tomlot5,1,1.842,1.842,3.298,1,2,3.127,3.127,4.755,1,1,1.128,1.128,2.29,1,3,2.098,2.098,2.944,1,1,1.785,1.785,7.92,1,1,6.704,6.887,8.382,2,3,1.734,1.734,2.728,1,1,2.15,2.15,3.327,1,3,0.99,0.99,2.018,1,1,0.86,0.86,1.963,1,30,40,6,3,5,5,4,5,5,4,8,3,4,3,3,3,5,4,8,3,3,1,2,2,1,,,,,,,,,,,,,,,,maschio,21,27,sasso,,,,,carta,,sasso,,carta,,,,sasso,sasso,,sasso,,,,carta,,sasso,,,,Q209,,carta,
2021-04-15 10:57:41,2021-04-15 11:07:30,0,5.170.212.123,100,588,1,2021-04-15 11:07:30,R_ZvLF7OQYTEOIxih,,,,,45.4096069335938,11.8946990966797,anonymous,EN,MAMO2905,3,12.856,14.797,16.314,2,2,1.246,2.847,3.784,2,3,1.43,1.43,2.716,1,2,1.292,1.292,2.494,1,2,0.708,0.708,1.87,1,1,0.826,0.826,2.059,1,2,1.809,1.809,2.981,1,3,0.801,0.801,2.138,1,1,0.866,0.866,2.182,1,2,0.754,0.754,2.015,1,20,0,1,1,1,1,1,1,5,3,3,3,4,3,3,8,6,4,8,3,2,2,2,3,2,,,,,,,1,,,1,2,1,,,2,M,21,47,,carta,,,,forbice,sasso,,,,,carta,,,forbice,,sasso,,sasso,,,,,forbice,forbice,,,sasso,,
2021-04-15 10:57:51,2021-04-15 11:07:49,0,194.4.40.51,100,597,1,2021-04-15 11:07:49,R_3mf1IkYuP1tetd4,,,,,45.1132049560547,11.7984924316406,anonymous,EN,ENRO2708,2,8.11,8.11,10.907,1,1,9.481,9.481,11.261,1,3,4.775,4.775,6.197,1,3,9.219,9.219,10.489,1,1,4.963,5.707,5.993,2,2,4.483,8.186,8.699,3,1,3.797,3.797,4.81,1,1,4.553,4.553,5.408,1,3,2.429,2.429,3.827,1,2,0.81,2.018,2.775,3,40,40,3,2,6,2,3,1,3,4,2,8,4,2,8,8,5,4,8,3,2,2,2,2,4,2,1,2,1,3,0,0,1,4,2,1,0,1,0,2,Uomo,21,26,,,sasso,,forbice,,sasso,,,forbice,,,,forbice,sasso,sasso,,,,sasso,,,carta,,,,sasso,carta,,
2021-04-15 10:57:36,2021-04-15 11:07:49,0,151.95.15.102,100,613,1,2021-04-15 11:07:50,R_3KUFJPmSj8ifuhJ,,,,,45.4924011230469,12.1549987792969,anonymous,EN,mamo0911,2,12.024,12.024,13.587,1,2,0.559,0.559,1.529,1,2,0.475,1.254,1.605,2,2,0.431,0.431,1.277,1,2,0.497,0.497,1.259,1,2,0.632,0.632,1.332,1,2,0.945,0.945,1.697,1,2,0.384,0.384,1.059,1,2,0.474,0.474,1.246,1,2,0.485,0.485,1.151,1,0,0,1,1,1,1,1,1,6,1,6,1,3,4,8,5,2,3,6,1,2,1,1,1,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,maschio,21,50,,,carta,,,sasso,,,forbice,,,forbice,,,carta,carta,,,carta,,,sasso,,,,sasso,,forbice,,
2021-04-15 10:57:40,2021-04-15 11:07:55,0,151.46.26.49,100,614,1,2021-04-15 11:07:55,R_1OpBrVFE2q8Ey89,,,,,45.5050048828125,9.21989440917969,anonymous,EN,sica1802,1,3.213,3.213,4.439,1,2,0.762,0.762,1.701,1,3,0.8,0.8,1.917,1,1,1.443,1.443,2.648,1,2,0.871,0.871,2.182,1,3,1.045,1.045,1.971,1,1,0.869,0.869,1.979,1,2,0.636,0.636,1.625,1,3,0.732,0.732,1.747,1,1,2.532,2.532,3.585,1,45,10,1,1,1,1,1,1,3,3,8,2,1,1,8,1,4,3,8,3,4,3,3,2,1,6,,,,,,,,2,4,,,,4,5,FEMMINA,23,29,sasso,,,,,sasso,forbice,,,,forbice,,,,forbice,,,forbice,,forbice,,carta,,,,,Q209,,sasso,
2021-04-15 10:58:37,2021-04-15 11:08:08,0,87.9.181.32,100,571,1,2021-04-15 11:08:09,R_1ISKLKiW6ZomzsL,,,,,45.4096069335938,11.8946990966797,anonymous,EN,mane1204,3,8.054,8.054,9.698,1,3,2.158,2.158,3.344,1,1,1.074,1.074,2.294,1,2,1.954,3.879,5.472,3,2,0.906,0.906,2.142,1,2,0.986,0.986,2.191,1,1,1.033,1.033,2.309,1,3,2.073,2.073,3.373,1,1,1.804,1.804,3.336,1,2,1.068,1.068,2.343,1,70,70,1,1,1,1,1,1,3,4,4,3,2,2,8,3,4,4,4,8,3,1,2,1,1,,,,3,,,,,,,3,,,1,3,maschio,22,77,,sasso,,carta,,,,forbice,,,,carta,,,carta,forbice,,,,sasso,,,,sasso,sasso,,,forbice,,
2021-04-15 10:58:15,2021-04-15 11:08:09,0,87.2.165.71,100,593,1,2021-04-15 11:08:10,R_WrreWup5F2TxKfL,,,,,45.4311981201172,12.3381958007813,anonymous,EN,etpo0302,1,3.722,3.722,4.883,1,3,1.872,1.872,3.064,1,3,2.799,2.799,3.751,1,2,14.313,14.313,15.24,1,1,1.368,1.368,2.294,1,2,1.209,1.209,2.024,1,3,0.866,1.689,2.042,2,1,0.793,0.793,1.704,1,2,1.303,2.127,2.423,2,3,0.855,0.855,1.551,1,70,30,5,3,5,3,3,2,5,3,5,2,3,2,3,8,4,4,4,2,2,1,2,2,2,1,1,0,2,0,0,1,0,1,2,2,1,0,1,2,Maschio,22,67,forbice,,,sasso,,,carta,,,,,forbice,,carta,sasso,sasso,,,,,sasso,,sasso,,,sasso,,,,carta
2021-04-15 10:57:49,2021-04-15 11:08:09,0,80.117.217.27,100,620,1,2021-04-15 11:08:10,R_22tu6mI2EXpkm94,,,,,45.4096069335938,11.8946990966797,anonymous,EN,covi0406,2,2.435,2.435,4.286,1,1,1.222,1.222,2.294,1,2,1.138,1.138,2.296,1,2,1.618,1.618,2.717,1,2,2.633,2.633,4.333,1,2,1.127,1.127,2.068,1,1,1.099,1.099,2.276,1,3,1.869,1.869,3.028,1,3,2.521,2.521,3.437,1,2,1.441,2.387,4.293,2,41,20,1,1,1,1,1,1,4,3,8,8,3,3,8,8,4,3,8,2,2,2,2,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,2,2,Maschio,21,35,,,forbice,,carta,,,,forbice,,,forbice,,,carta,forbice,,,,carta,,,,forbice,,,Q209,sasso,,
2021-04-15 10:57:36,2021-04-15 11:08:10,0,80.117.68.58,100,634,1,2021-04-15 11:08:10,R_yUsqjRN091TkRQl,,,,,45.4427947998047,11.9275054931641,anonymous,EN,fiab2310,1,32.349,32.349,33.343,1,3,3.55,3.55,4.101,1,3,3.59,3.59,4.79,1,2,3.346,3.346,4.753,1,1,4.571,4.571,5.941,1,3,8.125,8.125,8.761,1,3,2.739,2.739,3.312,1,2,0.676,1.406,1.784,2,3,4.251,4.251,7.073,1,2,3.221,3.221,4.203,1,100,20,3,1,4,3,1,3,6,4,5,2,6,3,8,8,7,3,5,1,2,3,1,1,1,0,,,,,,,,,1,,,,,,maschile,21,7,forbice,,,carta,,,carta,,,,,carta,,sasso,sasso,,,sasso,,,sasso,carta,,,,,sasso,forbice,,
2021-04-15 10:59:22,2021-04-15 11:08:22,0,146.241.152.235,100,539,1,2021-04-15 11:08:22,R_tWIkBem4GasLNWp,,,,,45.7509002685547,8.81570434570313,anonymous,EN,aumo0401,1,4.374,4.374,5.794,1,2,4.223,4.223,5.402,1,2,2.134,2.134,3.171,1,1,1.997,1.997,3.096,1,2,1.217,4.183,5.218,2,3,0.719,0.719,1.624,1,3,3.359,3.359,4.411,1,2,0.971,0.971,2.021,1,2,1.398,1.398,2.387,1,1,1.135,1.135,2.475,1,23,53,5,5,6,4,3,5,6,4,3,8,5,3,8,3,7,5,3,8,2,2,2,2,2,3,2,,,1,1,1,,1,1,2,2,,2,4,Femmina,22,19,sasso,,,,,carta,,,forbice,,forbice,,,,forbice,,,forbice,,,sasso,carta,,,,carta,,,forbice,
